"Datenbank","Titel (100000)","Titel (100000.1)","Verfasser (100001)","Verfasser (100001.1)","Jahr (100002)","Jahr (100002.1)","Regalstandort (100005)","Regalstandort (100005.1)",100011,100011.1,100012,100012.1
"Stadtbibliothek Chemnitz","Zug um Zug [Spiel] die abenteuerliche Zugfahrt quer durchs Land!",,,"Moon, Alan R.","2004",,"Rot Spiele Zug",,,,,
"Stadtbibliothek Chemnitz","Dicke Luft in der Gruft",,,"Proena, Norbert","2004",,"Rot Spiele Dic",,,,,
"Stadtbibliothek Chemnitz","Indus [Spiel] das Geheimnis der vergessenen Städte",,,"Panning, Wolfgang","2004",,"Rot Spiele Ind",,,,,
"Stadtbibliothek Chemnitz","Einfach genial",,,"Knizia, Reiner","2004",,"Blau Spiele Ein",,,,,
"Stadtbibliothek Chemnitz","Sankt Petersburg [Spiel]",,,"Tummelhofer, Michael","2004",,"Blau Spiele San",,,,,
"Stadtbibliothek Chemnitz","Klecks kennst du die Farben? = Motley - Who knows the colors?",,,"Daum, Thomas","2004",,"Sport Spiele Spiel I G Kle",,,,,
"Stadtbibliothek Chemnitz","Stadtgespräch [Spiel] wie viele Erwachsene wechseln täglich ihre Unterwäsche?",,,"Wichmann, Peter","2004",,"Blau Spiele Sta Games Stadt G 212 Sta",,,,,
"Stadtbibliothek Chemnitz","Oase [Spiel] Wüstes bieten. Schlaues bauen",,,"Moon, Alan R.","2004",,"Blau Spiele Oas",,,,,
"Stadtbibliothek Chemnitz","Tyrus [Spiel]",,,"Escoffier, Laurent","2004",,"Blau Spiele Tyr",,,,,
"Stadtbibliothek Chemnitz","Können Schweine fliegen? [Spiel] Tiere und ihre Merkmale entdecken.",,,"Häßler, Sonja","2004",,"Sport Spiele Spiel I G Kön",,,,,
"Stadtbibliothek Chemnitz","Schwein gehabt? [Spiel] keine halben Sachen machen ...",,,"Charves, Virginia","2004",,"Sport Spiele Spiel I G Schwe",,,,,
"Stadtbibliothek Chemnitz","Langenscheidt Zauber-Memo Englisch [Spiel] ein Bilderlegespiel zum Englischlernen ; mit magischem Leuchteffekt ; für Vor- und Grundschulalter",,,"Guhe, Irmtraud","2004",,"Rot I 2 Lan",,,,,
"Stadtbibliothek Chemnitz","Niagara",,,"Liesching, Thomas","2004",,"Rot Spiele Nia",,,,,
"Stadtbibliothek Chemnitz","Byzantium",,,"Wallace, Martin","2004",,"Games Byzanti",,,,,
"Stadtbibliothek Chemnitz","Make'n' Break atemberaubender Bauspaß gegen die Uhr!",,,"Lawson, Jack","2004",,"Rot Spiele Mak Präsenzspiel",,,,,
"Stadtbibliothek Chemnitz","Sachsen",,,,"2004",,"Ter G 20.0 Sachsen Ann",,,,,
"Stadtbibliothek Chemnitz","Das Vielspiel geistige Fitness durch Sortieren, Kombinieren, Assoziieren und Fantasieren",,,"Jasper, Bettina M.","2004",,"G 212 Vie",,,,,
"Stadtbibliothek Chemnitz","Scotland Yard Hunting Mister X",,,"Habermacher, René","©2004",,"Games Scotl",,,,,
"Stadtbibliothek Chemnitz","Sequence Dice [mit Glück und Strategie zum Sieg]",,,,"[2004]",,"Rot Spiele Seque",,,,,
"Stadtbibliothek Chemnitz","Balance Achtung, Einsturzgefahr! ; eine spannende ""Zitterpartie"" ; fördert: feinmotorische Koordination, Farbenkenntnis, Konzentration, regelkonformes Spielen",,,"Meister, Heinz","2004",,"Trend ""Spielen""",,,,,
"Stadtbibliothek Chemnitz","Saboteur",,,"Moyersoen, Fréderic","2004",,"Rot Spiele Sabot",,,,,
"Stadtbibliothek Chemnitz","Therapy [Spiel] der Psycho-Klassiker für Menschen mit und ohne Fehler",,,,"2004",,"Games Therapy",,,,,
"Stadtbibliothek Chemnitz","Piccobello auf die Kleider, fertig los!",,,"Mauritz, Anna","2004",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Fußball Taktik 2006 pure Fussball Emotion",,,,"2004-2006",,"Rot Spiele Fuß",,,,,
"Stadtbibliothek Chemnitz","Da Vinci - Code [Spiel] wer knackt den gegnerischen Code am schnellsten?",,,"Wakasugi, Eiji","2004",,"Blau Spiele DaV Games DaVinci",,,,,
"Stadtbibliothek Chemnitz","Rat mal, Robby! [Spiel] der kunterbunte Robbenwettlauf = Devine, petit phoque!",,,"Bücken, Hajo","2004",,"Sport Spiele Spiel I G Rat",,,,,
"Stadtbibliothek Chemnitz","Langenscheidt Zauberquartett Englisch ein Kartenspiel zum Englischlernen ; mit magischen Zaubertricks ; für Kinder im Grundschulalter",,,,"[2004]",,"210 Gelb I Zaub",,,,,
"Stadtbibliothek Chemnitz","Mein Bibel-Zoo",,,"Diehl, Anne","2003",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Das Zauberschloss [Spiel]",,,"Panning, Wolfgang","2003",,"Sport Spiele Spiel I G Zau",,,,,
"Stadtbibliothek Chemnitz","Die Dracheninsel [Spiel]",,,"Schoeps, Tom","[2003]",,"Blau Spiele Dra",,,,,
"Stadtbibliothek Chemnitz","Auf Zack! die wilde Zahlenjagd",,,"Becker, Kirsten","2003",,"Sport Spiele Spiel I G Auf",,,,,
"Stadtbibliothek Chemnitz","Schicki Micki [Spiel] ein kunterbuntes Verwirrspiel",,,"Zeimert, Jacques","2003",,"Sport Spiele Spiel I G Schic",,,,,
"Stadtbibliothek Chemnitz","Chaos in der Geisterbahn [Spiel] das Ratter-Knatter-Zahnradspiel",,,"Baars, Gunter","2003",,"Spiel I G Cha",,,,,
"Stadtbibliothek Chemnitz","Der Palast von Alhambra [Spiel]",,,"Henn, Dirk","2003",,"Rot Spiele Pal",,,,,
"Stadtbibliothek Chemnitz","Bonobo Beach [Spiel]",,,"Goslar, Roland","2003",,"Rot Spiele Bon",,,,,
"Stadtbibliothek Chemnitz","Mixx [Spiel] Farben, Formen, Taktik, Spass",,,"Zeimet, Jacques","2003",,"Sport Spiele Spiel I G Mix",,,,,
"Stadtbibliothek Chemnitz","Maka Bana [Spiel]",,,"Haffner, Francois","2003",,"Blau Spiele Mak",,,,,
"Stadtbibliothek Chemnitz","Nobody is perfect [Spiel] wer besser spinnt gewinnt",,,"Kaes, Bertram","2003",,"Games Nobody",,,,,
"Stadtbibliothek Chemnitz","Kurier des Zaren [Spiel]",,,"Knepel, Christiane","2003",,"G 212 Kur",,,,,
"Stadtbibliothek Chemnitz","Europa Tour [Spiel]",,,"Moon, Alan R.","2003",,"Rot Spiele Eur",,,,,
"Stadtbibliothek Chemnitz","Die Kinder von Catan [Spiel]",,,"Teuber, Klaus","2003",,"Sport Spiele Spiel I G Kin",,,,,
"Stadtbibliothek Chemnitz","Cäpt'n Clever [Spiel] eine listige Schatzsuche für 3-4 schlaue Jungkapitäne",,,"Bos, Liesbeth","2003",,"Rot Spiele Cäp",,,,,
"Stadtbibliothek Chemnitz","Glücks-Käfer-Baum [Spiel] nicht runterfallen kleiner Käfer!",,,"Marx, Helmut","2003",,"Sport Spiele Spiel I G Glü",,,,,
"Stadtbibliothek Chemnitz","Geistertreppe [Spiel] ein magnetisches Verwechslungsspiel = Spooky stairs",,,"Schanen, Michelle","2003",,"Sport Spiele Spiel I G Gei",,,,,
"Stadtbibliothek Chemnitz","Das DDR Quiz 4400 Fragen und Antworten aus 40 Jahren",,,"Schurzmann, Peter","2003",,"Games DDRQuiz",,,,,
"Stadtbibliothek Chemnitz","Anno 1503 das Brettspiel zum Millionenseller",,,"Teuber, Klaus","2003",,"Games Anno",,,,,
"Stadtbibliothek Chemnitz","Teddys auf Tournee",,,"Hohmann, Veronika","2003",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Elefantenparade das dschungelstarke Farbwürfelspiel",,,"Mitchell, Robert W.","2003/2008",,"Sport Spiele Präsenzspiel",,,,,
"Stadtbibliothek Chemnitz","Scrabble original Spiel jedes Wort zählt",,,,"2003",,"Blau Spiele Scrab",,,,,
"Stadtbibliothek Chemnitz","Schatzjagd [Spiel] Treasure Hunting",,,"Nikisch, Katja","2003",,"Rot Spiele Schat",,,,,
"Stadtbibliothek Chemnitz","Max Mäuseschreck Klettern - Rutschen - Käse schnappen!",,,"Steven, Ian","2003",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Das große Garten-Quizspiel grünes Wissen für Jung uns Alt",,,,"2003",,"Blau Spiele Gro",,,,,
"Stadtbibliothek Chemnitz","Carcassonne - Die Burg",,,"Wrede, Klaus-Jürgen","[2003] [2003] © 2003",,"Blau Spiele Carca",,,,,
"Stadtbibliothek Chemnitz","Uno Der große Spielspaß für die ganze Familie!",,,,"2002",,"Rot Spiele Uno G 213 Uno",,,,,
"Stadtbibliothek Chemnitz","Warum sollen wir gerade Sie einstellen? Kartentraining zum Vorstellungsgespräch",,,"Herrenbrück, Erika","2002",,"B 532 War",,,,,
"Stadtbibliothek Chemnitz","Cranium [Spiel] Teamspaß für den ganzen Grips",,,,"2002",,"Games Cranium",,,,,
"Stadtbibliothek Chemnitz","Knowing me, knowing you [Spiel] das heitere Spiel um Launen, Ticks & Macken!",,,,"2002",,"Blau Spiele Kno",,,,,
"Stadtbibliothek Chemnitz","Tabu XXL 4 verschiedene Tabu-Varianten",,,"Wagner, Sebastian","2002",,"Games Tabu",,,,,
"Stadtbibliothek Chemnitz","Clans die ersten Dörfer",,,"Colovini, Leo","2002",,"Blau Spiele Clans",,,,,
"Stadtbibliothek Chemnitz","Der Herr der Ringe - Die zwei Türme [Spiel] Spiel zum Film",,,"Hering, J. R. R.","2002",,"Blau Spiele Her",,,,,
"Stadtbibliothek Chemnitz","Affen raffen [Spiel]",,,"Schacht, Michael","2002",,"Rot Spiele Aff",,,,,
"Stadtbibliothek Chemnitz","Trick Track Troll [Spiel] nie dreht sich's, wie sich's drehen soll!",,,"Fassauer, Angelika","2002",,"Rot Spiele Tri",,,,,
"Stadtbibliothek Chemnitz","Pueblo [Spiel]",,,"Kiesling, Michael","2002",,"Blau Spiele Pue",,,,,
"Stadtbibliothek Chemnitz","Emerald [Spiel]",,,"Dorn, Rüdiger","2002",,"Blau Spiele Eme",,,,,
"Stadtbibliothek Chemnitz","Personality [Spiel] hier lernen sie sich wirklich kennen",,,"Grunau, Jürgen P.K.","2001",,"Games Persona",,,,,
"Stadtbibliothek Chemnitz","Kuhhandel [Spiel] zwei Schafe für eine Kuh? Das ich nicht lache...!",,,"Koltze, Rüdiger","2001",,"Games Kuhhand",,,,,
"Stadtbibliothek Chemnitz","Lotti Karotti [Spiel] das total verdrehte Hasenrennen",,,,"2001",,"Sport Spiele Spiel I G Lot",,,,,
"Stadtbibliothek Chemnitz","Eden [Spiel] macht fruchtbar und wehrt euch!",,,"Zuckerman, Gal","2001",,"Blau Spiele Ede",,,,,
"Stadtbibliothek Chemnitz","Alex Randolphs Rüsselbande [Spiel] das quiekvergnügte Ferkelrennen",,,"Randolph, Alex","2001",,"Sport Spiele Spiel I G Ale",,,,,
"Stadtbibliothek Chemnitz","Hexenrennen [Spiel]",,,"Panning, Wolfgang","2001",,"Sport Spiele Spiel I G Hex",,,,,
"Stadtbibliothek Chemnitz","Der Herr der Ringe - ¬Die Suche",,,"Neugebauer, Peter","2001",,"G 212 Her",,,,,
"Stadtbibliothek Chemnitz","Harry Potter [Spiel] die Zauberei beginnt mit einem Starterset!",,,,"2001",,"Spiel III G Har",,,,,
"Stadtbibliothek Chemnitz","Gnadenlos [Spiel] denn die Geier warten schon",,,"Teuber, Klaus","2001",,"Blau Spiele Gna",,,,,
"Stadtbibliothek Chemnitz","1,2,3 - Mäusezählerei [Spiel]",,,,"2001",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Big Shot [Spiel]",,,"Randolph, Alexander","2001",,"Blau Spiele Big",,,,,
"Stadtbibliothek Chemnitz","Klondike [Spiel]",,,"Rohner, Stefanie","2001",,"Sport Spiele Spiel I G Klo",,,,,
"Stadtbibliothek Chemnitz","Mega Meal [Spiel] wie kommt alles in die Tüte?",,,"Dubren, Ron","2001",,"Sport Spiele Spiel I G Meg",,,,,
"Stadtbibliothek Chemnitz","Erzähl doch was! [Spiel] das variantenreiche Erzählspiel mit der Maus",,,,"[2001]",,"Sport Spiele Spiel I G Erz",,,,,
"Stadtbibliothek Chemnitz","Nimbali [Spiel]",,,,"[2001]",,"Sport Spiele Spiel I G Nim",,,,,
"Stadtbibliothek Chemnitz","Gespensterjagd [Spiel]",,,"Haferkamp, Kai","2001",,"Rot Spiele Ges",,,,,
"Stadtbibliothek Chemnitz","Chip-Chip Hurra [Spiel]",,,"Teuber, Klaus","2001",,"Sport Spiele Spiel I G Chi",,,,,
"Stadtbibliothek Chemnitz","Die guten und die bösen Geister",,,"Randoph, Alex","2001",,"Blau Spiele Gut",,,,,
"Stadtbibliothek Chemnitz","Medina [Spiel] die Stadt der Wüstensöhne",,,"Dorra, Stefan","2001",,"Blau Spiele Med",,,,,
"Stadtbibliothek Chemnitz","Tiere und ihre Kinder welche Tiere gehören zusammen?",,,"Muller, Gerda","2001/2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Isis & Osiris",,,"Schacht, Michael","2001",,"Spiel II G Isis",,,,,
"Stadtbibliothek Chemnitz","Villa Paletti [Spiel]",,,"Payne, Bill","2001",,"Rot Spiele Vil",,,,,
"Stadtbibliothek Chemnitz","Line up! [Spiel] bringe die Begriffe in die richtige Reihenfolge!",,,,"[2001]",,"Blau Spiele Lin G 212 Lin",,,,,
"Stadtbibliothek Chemnitz","Freche Frösche [Spiel]",,,"Panning, Wolfgang","[2001]",,"Sport Spiele Spiel I G Fre",,,,,
"Stadtbibliothek Chemnitz","Dschunke [Spiel]",,,"Schacht, Michael","[2001]",,"Blau Spiele Dsc",,,,,
"Stadtbibliothek Chemnitz","Spielemagazin",,,,"[2000] ©2000",,"Rot Spiele Spiele",,,,,
"Stadtbibliothek Chemnitz","Safari [Spiel] ein spannendes und lehrreiches Spiel mit Tieren",,,"Knizia, Reiner","2000",,"Sport Spiele Spiel I G Saf",,,,,
"Stadtbibliothek Chemnitz","Der Herr der Ringe [Spiel]",,,"Knizia, Reiner","2000",,"Blau Spiele Her",,,,,
"Stadtbibliothek Chemnitz","Wer wird Millionär [Spiel] das offizielle Spiel zur RTL Mega-Quiz-Show",,,,"2000",,"G 212 Wer",,,,,
"Stadtbibliothek Chemnitz","Blackrock Castle [Spiel]",,,"Baars, Gunter","2000",,"Sport Spiele Spiel I G Bla",,,,,
"Stadtbibliothek Chemnitz","Carcassonne [Spiel] ein pfiffiges, taktisches Legespiel",,,"Wrede, Klaus-Jürgen","2000",,"Blau Spiele Carca",,,,,
"Stadtbibliothek Chemnitz","Ratz-Fatz aufgepasst und zugefasst!",,,"Bücken, Hajo","2000",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Monza ... ein turbulentes Farbenrennen",,,"Grunau, Jürgen P. K.","2000",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Babel [Spiel] raffiniertes Machtspiel für Zwei",,,"Rosenberg, Uwe","2000",,"Blau Spiele Bab",,,,,
"Stadtbibliothek Chemnitz","Tiere füttern wer frisst was am liebsten",,,"Lamminger, Franz-Josef","1999",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Auf die Plätze ... [Spiel] ... unser Chemnitz Spiel",,,,"[1999]",,"3 H 349",,,,,
"Stadtbibliothek Chemnitz","Auf die Plätze ... unser Chemnitz-Spiel [Spiel] kurze Wege - heiße Köpfe",,,,"1999",,"Rot Spiele Auf",,,,,
"Stadtbibliothek Chemnitz","Tikal",,,"Kiesling, M.","1999",,"Blau Spiele Tikal",,,,,
"Stadtbibliothek Chemnitz","Mein erstes Memory",,,"Slegers, Guusje","1999",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Durch die Wüste [Spiel]",,,"Knizia, Reiner","1998",,"Blau Spiele Dur",,,,,
"Stadtbibliothek Chemnitz","Benjamin Blümchen - Die Eimerparade [Spiel] der spannende Wassereimer-Such-Versteck- und Würfelspaß",,,"Hanneforth, Dirk","1998",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Input [Spiel] das pfiffige Spiel um Zahlen und Punkte",,,"Wiedmann, Edelbert","1998",,"Blau Spiele Inp",,,,,
"Stadtbibliothek Chemnitz","Outburst![Spiel] das explosive Tempo-Spiel!",,,,"c 1998",,"Games Outbu",,,,,
"Stadtbibliothek Chemnitz","Jeder gegen jeden [Spiel] wer alles weiß, hat nichts zu befürchten",,,"Schurzmann, Peter","1997",,"Spiel III G Jed",,,,,
"Stadtbibliothek Chemnitz","Die Ritter von der Haselnuß [Spiel]",,,"Teuber, Klaus","1997",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Activity Junior [Spiel]",,,"Catty, P.","1997",,"Rot Spiele Act",,,,,
"Stadtbibliothek Chemnitz","Einkaufsspiel [Spiel]",,,"Welz, Christine","1996",,"Sport Spiele Spiel I G Gro",,,,,
"Stadtbibliothek Chemnitz","Plitsch-platsch Pinguin [Spiel] S.O.S. der Eisberg wackelt",,,,"1996",,"Sport Spiele Spiel I G Pli",,,,,
"Stadtbibliothek Chemnitz","Schlappe Ritter [Spiel] was diese Helden machen, da lachen selbst die Drachen",,,"Baars, Gunter","1996",,"Rot Spiele Schla",,,,,
"Stadtbibliothek Chemnitz","Auf die Äpfel, fertig. los!",,,"Miltenberger, Klaus","1996",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Junior-Labyrinth [Spiel] der große Schiebe-Spaß",,,"Kobbert, Max J.","1995",,"Sport Spiele Spiel I G Jun",,,,,
"Stadtbibliothek Chemnitz","Wahrheit oder Lüge [Spiel] gesunder Menschenverstand gewinnt",,,"Sevelin, Joel","1995",,"Spiel III G Wah",,,,,
"Stadtbibliothek Chemnitz","Hoppel Poppel ...ein turbulentes Würfelspiel",,,"Meister, Heinz","1995",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Tick - Tack ... Bumm! Das Spiel, bei dem es tickt",,,"Rodriguez, Los","1994",,"Blau Spiele Tick",,,,,
"Stadtbibliothek Chemnitz","Take it easy verflixt und zugenäht",,,"Burley, Peter","1993",,"Blau Spiele Take",,,,,
"Stadtbibliothek Chemnitz","Monopoly das berühmte Gesellschaftsspiel",,,,"1992",,"Rot Spiele Monopoly",,,,,
"Stadtbibliothek Chemnitz","Auf Zack Schnelldenker gegen Zeitfrosch: Das rasante Unterhaltungsspiel!",,,,"1991",,"Blau Spiele Auf",,,,,
"Stadtbibliothek Chemnitz","Schlaufuchs und Stachelhaut ein Naturspiel um Igel, Fuchs und ihre Umwelt",,,"Ulrich, Richard","1990",,"Rot Spiele Schlau",,,,,
"Stadtbibliothek Chemnitz","Activity Original [Spiel]",,,,"1990",,"Games Activ Blau Spiele Act",,,,,
"Stadtbibliothek Chemnitz","Mitternachtsparty [Spiel] ein lustiges Gespenster - Würfelspiel",,,"Kramer, Wolfgang","1989",,"Spiel II G Mit",,,,,
"Stadtbibliothek Chemnitz","Das verrückte Labyrinth [Spiel] wer schiebt, der hatś - Geister und Schatz!",,,"Kobbert, Max J.","1986",,"Rot Spiele Ver",,,,,
"Stadtbibliothek Chemnitz","Mensch ärgere dich nicht [das beliebte Würfelspiel]",,,,"1914",,"Rot Spiele Mensch",,,,,
"Stadtbibliothek Chemnitz",,,,,,,,,,,,
"Stadtbibliothek Chemnitz","Der kleine Löwe spielt mit seinen Freunden Memo-Spiel",,,"Behindertenverband (Leipzig)",,,"Lernkoffer Barrierefreiheit",,,,,
"Stadtbibliothek Chemnitz","Der kleine Löwe spielt mit seinen Freunden Domino-Spiel",,,"Behindertenverband (Leipzig)",,,"Lernkoffer Barrierefreiheit",,,,,
"Stadtbibliothek Chemnitz",,,,,,,,,,,,
"Stadtbibliothek Chemnitz","Glupschgeister",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Cool am Pool",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Dream Islands",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Sheriff of Nottingham",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Wissen & Quizzen - Faszinirende Pferde",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Kolejka",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Black stories",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Verschätzt noch mal",,,,,,,,,,,
"Stadtbibliothek Chemnitz","True Stories 2",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Top & Flop",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Bellz Box",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Elefun",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Chrono Bomb",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Abra Palabra",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Das Grimoire des Wahnsinns",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Word Slam",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Jorvik",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Geoprimo [Spiel] die Welt kennen lenen, mit Spielspaß und ohne Kofferpaken: geographischer Lernspiel mit 1 Spielvariante und Puzzle",,,"Burkhardt, Günther",,,"Rot Spiele Geo",,,,,
"Stadtbibliothek Chemnitz","Privacy [Spiel]",,,"Staupe, Reinhard",,,"Games Privacy",,,,,
"Stadtbibliothek Chemnitz","Domino [Spiel]",,,,"o.J.",,"Sport Spiele Spiel I G Dom",,,,,
"Stadtbibliothek Chemnitz","Die Sprache des Manitu das vertrackte Silbenspiel",,,"Zeimet, Jacques",,,"Rot Spiele Spr",,,,,
"Stadtbibliothek Chemnitz","Deutschland Quiz",,,"Fiedler, Eva-Maria",,,,,,,,
"Stadtbibliothek Chemnitz","1-2-3 Stapelei",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Angriff der Klonkrieger",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Kurzschluss",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Happy Birthday",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Anno Domini",,,"Hostettler, Urs",,,,,,,,
"Stadtbibliothek Chemnitz","Weißt du noch ...? Lassen Sie Ihre Erinnerungen und Erfahrungen mitspielen! ; mit Filmplakaten und Ereignissen aus aller Welt",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Zauberwald versteckte Glitzersteine, freche Kobolde und magische Bäume",,,"Baars, Gunter",,,"Rot Spiele Zau",,,,,
"Stadtbibliothek Chemnitz","Flinke Stinker",,,,,,,,,,,
"Stadtbibliothek Chemnitz","[Spiel mit Ereigniskarten]",,,,,,"350 I 351 Bie",,,,,
"Stadtbibliothek Chemnitz","Mach dich fit und clever",,,,,,,,,,,
"Stadtbibliothek Chemnitz","MauseSause",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Tiptoi-Stift",,,,,,"Beratungstheke Kinderwelt",,,,,
"Stadtbibliothek Chemnitz","Wortissimo",,,,,,,,,,,
"Stadtbibliothek Chemnitz",,,,"Rieger, Anja",,,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Planet der Sinne sehen, hören, fühlen, schmecken, riechen ; Lernspiel",,,"Leiott, Sandra",,,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Parker 45086100 - Risiko Deluxe",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Die Welt der Bücher",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Grüffelo Plüschtier - Maus - (groß ca. 35 cm)",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Black stories - Christmas Edition",,,"Harder, Corinna",,,,,,,,
"Stadtbibliothek Chemnitz","Black stories - funny death edition 50 rabenschwarze Rätsel rund um die skurrilsten realen Todesfälle",,,"Harder, Corinna",,,,,,,,
"Stadtbibliothek Chemnitz","Auf Zack",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Grüffelo Plüschtier - Grüffelo - (groß- ca. 35 cm)",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Word on the street - das rasante Wortduell",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Nürnberger Spielkarten 4015 - QWIXX",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Allgemeinwissen für kinder",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Die Siedler von Catan [Spiel]",,,"Teuber, Klaus",,,"Blau Spiele Siedler",,,,,
"Stadtbibliothek Chemnitz","Tempo, kleine Schnecke! welche Schnecke macht das Rennen?",,,"Randolph, Alex","1985/1998",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Wettbewerb der Tiere das pfiffige Würfel-Spiel mit Tieren, Fragen und Aktionen",,,"Punke, Helmut",,,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","City-Memo",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Black Fleet",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Greenrock Village - Tatort: Schrebergarten",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Guild Hall",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Halli Galli junior",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Monster Pups",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Der mysteriöse Wald",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Make 'n' Break Architect",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Caramba",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Scotland Yard junior",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Verfühlt nochmal Buchstaben und Laute",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Hallo Kuh, in welchem Haus wohnst du?",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Flotti Karotti",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Prima Ballerina",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Jan & Henry - Das Geräuschespiel",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Mino & Tauri",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Wär ich doch ein Hahn im Korb",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Crocofant",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Haste Worte Jubiläumsedition",,,,,,,,,,,
"Stadtbibliothek Chemnitz","Die Lese-Ratte",,,,,,,,,,,
